id,loan_status,grade,loan_amnt,term,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,total_acc
34421978,Fully Paid,B,23000, 36 months,MORTGAGE,67400,22.42,1,1,46
34491967,Fully Paid,B,12000, 36 months,MORTGAGE,85000,12.72,1,0,23
34281964,Fully Paid,A,6000, 36 months,MORTGAGE,60000,13.75,0,0,57
34311981,Fully Paid,A,10000, 36 months,MORTGAGE,80000,19.59,0,0,35
34321992,Fully Paid,B,15000, 36 months,RENT,65000,34.029999,0,3,33
33141583,Fully Paid,D,23175, 60 months,RENT,58000,13.26,0,1,23
34351985,Fully Paid,B,7000, 36 months,MORTGAGE,38000,6.7600002,2,1,71
33611455,Fully Paid,B,24000, 36 months,MORTGAGE,165000,23.700001,0,1,53
34391973,Fully Paid,C,7000, 36 months,RENT,39689,32.689999,1,2,16
33591492,Fully Paid,B,2000, 36 months,RENT,56000,6.5999999,0,0,16
34481995,Fully Paid,D,12000, 60 months,MORTGAGE,31000,29.620001,0,0,40
34362016,Fully Paid,A,5450, 36 months,RENT,27648,25.950001,0,1,12
34502009,Fully Paid,B,10000, 36 months,RENT,117000,13.63,0,0,13
33341860,Fully Paid,B,15000, 36 months,MORTGAGE,70000,9.7700005,1,0,18
33461682,Fully Paid,B,6400, 36 months,MORTGAGE,55000,10.06,0,0,16
34422041,Fully Paid,D,4825, 36 months,MORTGAGE,28717.711,39.66,0,1,24
34411919,Fully Paid,A,14000, 36 months,MORTGAGE,175000,19.83,0,2,21
34281985,Fully Paid,A,27000, 36 months,MORTGAGE,179000,10.98,0,1,45
32699566,Fully Paid,C,2500, 36 months,OWN,35000,25.99,0,0,40
34482008,Fully Paid,C,5000, 36 months,MORTGAGE,77000,13.36,0,4,23
34291962,Fully Paid,D,20000, 60 months,RENT,81000,14.13,0,3,43
34491963,Fully Paid,B,7500, 36 months,MORTGAGE,157000,19.040001,0,1,27
34411997,Fully Paid,A,20000, 36 months,MORTGAGE,130000,23.15,2,0,31
34382006,Fully Paid,B,5000, 36 months,RENT,64000,12.02,0,0,16
34321989,Fully Paid,D,21525, 60 months,MORTGAGE,120000,11.95,3,0,16
32849805,Fully Paid,D,5400, 36 months,RENT,62000,7.2199998,1,0,7
34511971,Fully Paid,A,20000, 60 months,MORTGAGE,62000,25.16,0,1,65
34491978,Fully Paid,C,10000, 36 months,MORTGAGE,85000,11,0,1,28
33531586,Fully Paid,D,8800, 36 months,RENT,62000,19.01,0,2,27
34022011,Fully Paid,D,12000, 60 months,MORTGAGE,80000,10.62,0,0,21
34501988,Fully Paid,B,14000, 36 months,OWN,62000,9.96,0,0,10
34451993,Fully Paid,B,20000, 36 months,RENT,50000,20.790001,1,1,26
34382026,Fully Paid,D,8950, 36 months,RENT,30000,14.76,0,1,8
34442039,Fully Paid,B,5000, 36 months,RENT,55000,19.35,0,1,20
34401978,Fully Paid,A,12000, 36 months,MORTGAGE,70000,18.93,0,1,39
34341956,Fully Paid,C,10500, 36 months,MORTGAGE,55000,13.44,0,0,14
34482033,Fully Paid,D,35000, 36 months,MORTGAGE,150000,13.05,0,0,25
34481996,Fully Paid,B,5000, 36 months,MORTGAGE,60000,20.02,0,0,21
6607424,Fully Paid,B,15000, 36 months,RENT,92000,19.450001,0,0,26
6416116,Fully Paid,E,35000, 60 months,RENT,83000,7.1300001,0,0,19
6607380,Fully Paid,B,16000, 36 months,RENT,70000,20.639999,0,0,19
6607364,Fully Paid,C,7000, 36 months,MORTGAGE,45000,15.52,1,1,29
6615963,Fully Paid,C,15000, 60 months,MORTGAGE,68000,9.6499996,0,0,39
6532100,Fully Paid,C,8000, 36 months,OWN,55000,4.75,0,1,10
6607299,Fully Paid,F,20000, 60 months,RENT,70326,20.059999,1,0,24
5939647,Fully Paid,C,12700, 36 months,MORTGAGE,36400,17.639999,0,2,16
6617493,Fully Paid,B,15000, 36 months,MORTGAGE,55000,21.469999,4,1,31
6607444,Fully Paid,F,23675, 60 months,RENT,60000,22.49,0,0,24
6617528,Fully Paid,D,12500, 36 months,MORTGAGE,65000,17.74,0,3,34
5094998,Fully Paid,E,20375, 60 months,MORTGAGE,122500,17.43,1,2,31
3846180,Fully Paid,C,4000, 36 months,MORTGAGE,120000,3.97,0,0,20
5177042,Fully Paid,C,12000, 36 months,MORTGAGE,57000,23.049999,0,2,42
5185844,Fully Paid,A,14400, 36 months,MORTGAGE,70000,7.8099999,0,0,16
5555389,Fully Paid,C,5325, 36 months,RENT,26000,31.34,0,0,17
5555221,Fully Paid,B,10000, 36 months,MORTGAGE,110000,10.31,0,0,13
6654762,Fully Paid,B,12000, 36 months,RENT,50000,16.559999,0,0,24
6637389,Fully Paid,E,10000, 60 months,RENT,50000,18.76,0,0,18
6637304,Fully Paid,C,8500, 36 months,RENT,28800,27.58,0,1,17
6635895,Fully Paid,C,15200, 60 months,MORTGAGE,60000,32.419998,0,2,39
6635344,Fully Paid,C,15000, 60 months,MORTGAGE,139000,8.0500002,0,0,14
6636154,Fully Paid,C,10000, 60 months,RENT,65000,6.1500001,0,1,18
6647301,Fully Paid,C,24000, 60 months,MORTGAGE,86000,13.19,0,0,14
6637341,Fully Paid,C,9000, 36 months,MORTGAGE,86000,31.870001,0,3,53
6647197,Fully Paid,B,9600, 36 months,MORTGAGE,70000,22.59,2,1,25
6634888,Fully Paid,A,12000, 36 months,RENT,55000,5.02,0,0,54
6637364,Fully Paid,C,5375, 36 months,RENT,25000,19.059999,0,0,19
6636218,Fully Paid,C,10000, 60 months,MORTGAGE,65000,9.7600002,0,0,13
6647165,Fully Paid,D,3000, 36 months,RENT,46980,15.68,0,1,11
6627308,Fully Paid,D,5600, 36 months,RENT,105000,7.0700002,0,0,11
6636472,Fully Paid,G,30000, 60 months,OWN,120000,23.1,0,3,29
6637378,Fully Paid,B,13000, 36 months,MORTGAGE,140000,16.74,0,1,27
6627306,Fully Paid,B,6000, 36 months,RENT,97500,9.5900002,2,2,43
6636725,Fully Paid,C,25000, 60 months,RENT,73000,29.9,0,1,38
6636814,Fully Paid,B,8000, 36 months,RENT,100000,10.88,3,0,43
6647216,Fully Paid,B,11200, 36 months,MORTGAGE,72000,20.82,0,1,30
6647176,Fully Paid,D,8000, 36 months,RENT,150000,1.09,0,3,35
6627296,Fully Paid,A,12000, 36 months,MORTGAGE,45000,13.09,0,0,24
6647177,Fully Paid,E,18000, 60 months,MORTGAGE,100000,13.52,0,2,38
6627300,Fully Paid,B,6000, 36 months,MORTGAGE,54000,11.42,0,0,48
6647163,Fully Paid,D,13000, 60 months,RENT,55565,23.209999,0,0,13
6635343,Fully Paid,C,13650, 60 months,MORTGAGE,58000,27.35,0,0,36
6647263,Fully Paid,D,2400, 36 months,MORTGAGE,82000,11.52,0,0,16
6646094,Fully Paid,D,4950, 36 months,OWN,50000,6.3400002,0,2,11
6637325,Fully Paid,G,27300, 60 months,MORTGAGE,86441,25.780001,0,4,35
6637409,Fully Paid,B,16000, 36 months,MORTGAGE,110000,10.37,0,2,35
6647320,Fully Paid,C,20000, 36 months,RENT,50000,14.3,0,0,11
6597087,Fully Paid,C,3000, 36 months,MORTGAGE,61000,30.870001,0,1,35
6617123,Fully Paid,F,12000, 60 months,RENT,107000,14.73,0,0,19
6583323,Fully Paid,B,12000, 36 months,RENT,50000,8.2600002,0,1,21
6626607,Fully Paid,D,14000, 36 months,RENT,45000,8.2399998,0,0,9
6606338,Fully Paid,D,16000, 36 months,MORTGAGE,80000,25.219999,0,3,51
6617135,Fully Paid,E,26375, 60 months,RENT,60175.961,17.190001,0,0,15
6607157,Fully Paid,B,5375, 36 months,MORTGAGE,26460,19.18,1,1,19
6617260,Fully Paid,C,20000, 36 months,RENT,110000,10.7,0,2,39
5835054,Fully Paid,C,19125, 60 months,MORTGAGE,46000,21.98,0,1,19
6571430,Fully Paid,C,12000, 36 months,RENT,42000,5.3400002,0,1,6
6626543,Fully Paid,C,9750, 36 months,MORTGAGE,53700,34.23,0,1,26
6543499,Fully Paid,B,20000, 36 months,RENT,77000,27.9,2,0,22
6607067,Fully Paid,D,16450, 36 months,RENT,37000,22.09,0,1,9
6597003,Fully Paid,A,5400, 36 months,MORTGAGE,70000,6.75,0,0,12
6617129,Fully Paid,C,14000, 36 months,MORTGAGE,50000,10.13,1,1,36
6617076,Fully Paid,C,11500, 36 months,RENT,77000,9.96,2,2,32
6597061,Fully Paid,C,20000, 60 months,MORTGAGE,94000,19.379999,0,3,39
6607141,Fully Paid,A,11000, 36 months,MORTGAGE,75000,7.75,0,1,22
6617179,Fully Paid,D,18225, 60 months,RENT,55000,31.57,0,0,30
6605806,Fully Paid,B,5000, 36 months,MORTGAGE,100000,9.1099997,1,0,28
6542928,Fully Paid,E,16000, 60 months,MORTGAGE,85000,21.200001,1,1,50
6604615,Fully Paid,D,35000, 60 months,MORTGAGE,100000,20.620001,0,3,30
6617134,Fully Paid,D,30000, 36 months,MORTGAGE,90000,26.83,1,1,38
6596221,Fully Paid,C,8000, 36 months,MORTGAGE,61000,27.23,0,2,13
6627214,Fully Paid,C,12000, 60 months,RENT,60000,19.799999,1,0,24
6597013,Fully Paid,B,10000, 36 months,RENT,45000,24.639999,0,0,14
6626457,Fully Paid,C,10050, 36 months,RENT,43907.52,14.13,0,0,18
6615716,Fully Paid,A,15875, 36 months,RENT,36000,3.03,0,0,10
6532591,Fully Paid,F,3000, 60 months,RENT,73000,28.85,1,0,33
6617207,Fully Paid,B,20000, 36 months,RENT,55000,24.049999,0,1,25
6179172,Fully Paid,C,9450, 36 months,MORTGAGE,27000,13.73,0,0,6
6485206,Fully Paid,F,10000, 60 months,RENT,30000,20.040001,0,0,19
6617315,Fully Paid,D,10500, 36 months,RENT,64450,4.6799998,0,1,8
6607140,Fully Paid,B,10000, 36 months,RENT,40000,14.52,1,0,20
6415730,Fully Paid,B,12000, 36 months,MORTGAGE,75000,6.0999999,0,0,22
6626333,Fully Paid,A,12000, 36 months,MORTGAGE,75000,16.719999,0,0,47
6627127,Fully Paid,C,32000, 36 months,MORTGAGE,75000,14.83,0,0,29
6607163,Fully Paid,B,17050, 60 months,MORTGAGE,39000,23.879999,1,2,51
6617245,Fully Paid,C,5350, 36 months,RENT,40643,16.68,0,0,7
6597117,Fully Paid,C,3000, 36 months,MORTGAGE,162000,1.98,0,3,9
4795860,Fully Paid,C,16000, 60 months,RENT,42000,12.33,0,1,36
5957012,Fully Paid,B,19900, 36 months,RENT,90000,13.97,0,0,39
6526775,Fully Paid,C,31825, 60 months,MORTGAGE,185000,23.280001,0,0,22
6607073,Fully Paid,F,30000, 60 months,RENT,79000,17.92,0,0,30
6616442,Fully Paid,D,5500, 36 months,RENT,38000,33.759998,0,0,22
6617136,Fully Paid,B,18000, 36 months,MORTGAGE,150000,5.8000002,1,2,18
6607066,Fully Paid,C,35000, 36 months,MORTGAGE,93500,8.7399998,0,0,17
6596989,Fully Paid,D,24000, 60 months,RENT,96000,11.91,0,1,10
6627244,Fully Paid,B,32000, 60 months,MORTGAGE,72000,20.83,0,0,37
6304592,Fully Paid,D,9000, 36 months,MORTGAGE,85000,7.4899998,2,4,36
6607079,Fully Paid,C,21000, 60 months,MORTGAGE,90720,27.02,0,0,32
6576462,Fully Paid,C,10500, 60 months,MORTGAGE,77000,12,0,1,42
6596858,Fully Paid,F,23325, 60 months,MORTGAGE,63000,4.7399998,1,1,17
6596461,Fully Paid,C,21850, 60 months,MORTGAGE,50000,34.439999,0,0,45
6627254,Fully Paid,B,21000, 36 months,MORTGAGE,100000,17.23,1,0,13
6607186,Fully Paid,A,15000, 36 months,MORTGAGE,68000,5.6599998,1,0,33
6604727,Fully Paid,C,3000, 36 months,MORTGAGE,58000,23.85,0,1,28
6646981,Fully Paid,B,20000, 36 months,MORTGAGE,180000,30.67,0,0,40
6646965,Fully Paid,C,35000, 60 months,MORTGAGE,78420,23.26,0,0,12
6647121,Fully Paid,B,14825, 60 months,MORTGAGE,65000,32.77,0,0,21
6646934,Fully Paid,B,10000, 36 months,MORTGAGE,90000,14.7,0,1,21
6647044,Fully Paid,E,5000, 36 months,RENT,50000,12.7,0,1,10
6646949,Fully Paid,G,15800, 60 months,MORTGAGE,49881.602,27.35,0,4,25
6646951,Fully Paid,A,20000, 36 months,MORTGAGE,72250,13.31,0,2,16
6647070,Fully Paid,A,13225, 36 months,MORTGAGE,42000,1.5700001,0,1,15
6646916,Fully Paid,C,12000, 36 months,RENT,58000,14.15,0,1,19
6646924,Fully Paid,B,3000, 36 months,OWN,33000,29.309999,0,0,21
6646926,Fully Paid,D,7000, 36 months,RENT,40060.801,18.120001,0,3,17
6646950,Fully Paid,C,16000, 60 months,MORTGAGE,65000,7.3299999,0,0,17
6647118,Fully Paid,A,20000, 36 months,MORTGAGE,160000,4.3000002,0,0,26
6646978,Fully Paid,F,1500, 36 months,RENT,48500,11.95,0,2,32
6646988,Fully Paid,C,14000, 60 months,RENT,65000,15.27,0,0,14
6626891,Fully Paid,F,20400, 60 months,MORTGAGE,120000,18.23,0,1,44
6626901,Fully Paid,F,16850, 60 months,OWN,63000,33.68,0,0,30
6606928,Fully Paid,C,33425, 60 months,MORTGAGE,75000,34.09,0,0,24
6606288,Fully Paid,B,9800, 36 months,RENT,42000,19,2,0,28
6626869,Fully Paid,B,7500, 36 months,RENT,55000,13.76,0,0,23
6617020,Fully Paid,D,9450, 36 months,RENT,55000,9.5299997,0,2,13
6596860,Fully Paid,C,29175, 60 months,MORTGAGE,65000,5.96,0,1,23
6637195,Fully Paid,D,35000, 60 months,RENT,150000,18.98,0,0,19
6646859,Fully Paid,E,3200, 36 months,MORTGAGE,36000,19.02,0,1,30
6606910,Fully Paid,E,27000, 36 months,RENT,110000,11.69,1,2,33
6606765,Fully Paid,C,5600, 36 months,RENT,55000,13.35,0,0,30
6616970,Fully Paid,D,7750, 36 months,OWN,73000,17.49,4,1,28
6627020,Fully Paid,C,10500, 36 months,MORTGAGE,34000,26.26,0,0,15
6616882,Fully Paid,D,18000, 60 months,OWN,92000,17.57,0,0,34
6606823,Fully Paid,D,1400, 36 months,RENT,34000,2.26,2,0,10
6637071,Fully Paid,B,9000, 36 months,MORTGAGE,62000,17.110001,0,0,14
6636963,Fully Paid,C,30000, 36 months,MORTGAGE,89000,24.469999,0,0,25
6626952,Fully Paid,C,8000, 36 months,MORTGAGE,31000,17.57,0,0,17
6617100,Fully Paid,E,9000, 36 months,MORTGAGE,47000,28.040001,0,6,16
6616857,Fully Paid,D,11100, 36 months,RENT,32000,16.91,0,1,9
6646890,Fully Paid,C,13000, 36 months,MORTGAGE,40000,19.200001,0,2,16
6626608,Fully Paid,C,5000, 36 months,RENT,48715,31.309999,0,1,19
6606811,Fully Paid,B,24000, 60 months,RENT,102000,9.9300003,0,0,38
6625423,Fully Paid,B,18000, 36 months,MORTGAGE,70000,25.67,0,0,25
6607023,Fully Paid,B,12000, 36 months,MORTGAGE,80000,19.93,0,1,29
6617058,Fully Paid,C,17475, 60 months,MORTGAGE,50000,18.790001,0,0,26
6606600,Fully Paid,D,25000, 60 months,MORTGAGE,60000,14.54,0,2,52
6607038,Fully Paid,F,18000, 60 months,MORTGAGE,140000,21.629999,1,6,34
6607046,Fully Paid,C,4800, 36 months,RENT,25000,22.27,0,0,16
6597009,Fully Paid,C,18000, 60 months,MORTGAGE,44720,21.85,0,0,17
6606784,Fully Paid,F,15050, 60 months,RENT,46800,21.23,0,1,13
6646881,Fully Paid,F,33425, 60 months,MORTGAGE,77000,21.99,2,1,41
6636952,Fully Paid,C,24250, 60 months,RENT,55000,17.559999,0,0,32
6617043,Fully Paid,E,2200, 36 months,RENT,55000,28.01,0,1,19
6616472,Fully Paid,G,25000, 60 months,OWN,165000,9.3199997,0,4,20
6617030,Fully Paid,D,6625, 36 months,RENT,23000,13.3,0,0,4
6617001,Fully Paid,F,4950, 36 months,MORTGAGE,30000,11.2,0,1,16
6645745,Fully Paid,A,13600, 36 months,RENT,47000,9.1700001,0,0,17
6646700,Fully Paid,B,6000, 36 months,RENT,60000,14.18,0,0,18
6626904,Fully Paid,D,12000, 60 months,MORTGAGE,72000,21.67,5,3,26
6616940,Fully Paid,B,9850, 36 months,MORTGAGE,40000,19.74,0,0,21
6626911,Fully Paid,B,9250, 36 months,RENT,27000,15.56,0,0,21
6636974,Fully Paid,B,10000, 60 months,OWN,68000,14.28,0,1,23
6616973,Fully Paid,C,15000, 60 months,RENT,47000,8.2399998,0,0,15
6596876,Fully Paid,B,12000, 36 months,MORTGAGE,100000,2.23,0,0,20
6606831,Fully Paid,E,15000, 60 months,OWN,60000,16.799999,2,0,25
6606973,Fully Paid,B,10750, 36 months,MORTGAGE,32000,22.690001,0,2,22
6636992,Fully Paid,C,6000, 36 months,MORTGAGE,51000,10.55,0,0,15
6646835,Fully Paid,B,14000, 36 months,MORTGAGE,40000,10.23,1,0,17
6606833,Fully Paid,F,32000, 60 months,MORTGAGE,80000,31.27,0,3,28
6596813,Fully Paid,B,10000, 36 months,MORTGAGE,51000,26.68,2,0,38
6637116,Fully Paid,D,25000, 36 months,MORTGAGE,90000,13.24,1,1,17
6616996,Fully Paid,A,18000, 36 months,RENT,110000,5.0599999,0,2,43
6636737,Fully Paid,E,30000, 60 months,MORTGAGE,116000,14.79,0,2,20
6637009,Fully Paid,C,14000, 36 months,MORTGAGE,120000,14.07,0,0,8
6616049,Fully Paid,B,25000, 36 months,MORTGAGE,88000,13.06,1,1,37
6606915,Fully Paid,D,8000, 36 months,RENT,74000,24.790001,7,1,32
6596970,Fully Paid,C,15000, 60 months,MORTGAGE,70000,23.379999,2,0,31
6626905,Fully Paid,B,12000, 36 months,MORTGAGE,114810,7.6900001,1,1,33
6607028,Fully Paid,A,5000, 36 months,RENT,52530,7.0599999,1,1,28
6636957,Fully Paid,D,8000, 36 months,MORTGAGE,47008,19.379999,0,0,31
6646844,Fully Paid,B,13600, 60 months,MORTGAGE,70000,13.42,0,0,20
6636013,Fully Paid,F,17500, 60 months,RENT,45000,9.4099998,0,0,8
6646845,Fully Paid,B,9950, 36 months,RENT,29000,31.93,0,0,26
6626439,Fully Paid,D,33000, 60 months,MORTGAGE,115000,20.219999,0,0,39
6596988,Fully Paid,A,21000, 36 months,MORTGAGE,172000,10.92,0,1,21
6637134,Fully Paid,C,3600, 36 months,RENT,185000,6.0900002,0,0,32
6646833,Fully Paid,B,16000, 36 months,OWN,38208,17.309999,0,0,18
6616998,Fully Paid,C,20000, 60 months,MORTGAGE,110000,21.969999,1,0,35
6627030,Fully Paid,C,10000, 36 months,OWN,74000,11.66,0,0,14
6637053,Fully Paid,B,18775, 36 months,MORTGAGE,70500,21.559999,0,1,32
6646818,Fully Paid,B,33425, 60 months,MORTGAGE,75000,20.77,0,0,16
6636967,Fully Paid,B,10000, 36 months,MORTGAGE,95000,2.9400001,0,2,21
6616856,Fully Paid,B,10000, 36 months,RENT,70000,14.06,0,3,7
6596810,Fully Paid,D,14000, 36 months,OWN,52000,32.630001,1,3,42
6637094,Fully Paid,D,10400, 36 months,RENT,60000,11.32,1,0,9
6646854,Fully Paid,B,12000, 36 months,RENT,35000,7.54,0,0,38
6596833,Fully Paid,B,10000, 36 months,RENT,42000,15.51,0,0,12
6637072,Fully Paid,A,8575, 36 months,MORTGAGE,55000,10.3,0,0,18
6617005,Fully Paid,F,12000, 60 months,MORTGAGE,95000,17.84,0,1,25
6626959,Fully Paid,C,18000, 60 months,MORTGAGE,70000,20.049999,1,0,25
6646891,Fully Paid,B,10000, 36 months,RENT,60740,20.780001,1,0,63
6616918,Fully Paid,C,16000, 36 months,RENT,42500,21.23,0,0,31
6627021,Fully Paid,A,28625, 36 months,MORTGAGE,154000,20.049999,0,0,44
6596774,Fully Paid,C,16000, 60 months,MORTGAGE,52000,2.79,0,1,24
6553749,Fully Paid,D,30000, 36 months,RENT,102300,21.639999,0,1,25
6533242,Fully Paid,F,11875, 60 months,RENT,40000,5.2800002,0,0,32
6553328,Fully Paid,C,12000, 36 months,MORTGAGE,95000,13.49,0,0,38
6485188,Fully Paid,D,14675, 36 months,MORTGAGE,54000,27.959999,1,1,30
6159704,Fully Paid,B,7000, 36 months,MORTGAGE,33664,31.15,1,0,30
5938164,Fully Paid,C,28000, 60 months,MORTGAGE,106000,15.75,0,0,24
6550565,Fully Paid,B,12000, 36 months,MORTGAGE,67000,23.450001,0,0,24
5446177,Fully Paid,C,12000, 36 months,MORTGAGE,132500,15.7,1,0,38
6516788,Fully Paid,B,18000, 36 months,MORTGAGE,105000,31.110001,0,1,26
6530849,Fully Paid,A,25000, 36 months,MORTGAGE,180000,8.25,0,0,29
6532420,Fully Paid,A,14000, 36 months,MORTGAGE,108000,8.2200003,0,1,53
6234798,Fully Paid,C,21600, 60 months,RENT,90000,19.01,0,0,26
6522344,Fully Paid,E,7500, 36 months,MORTGAGE,29832,26.43,0,3,12
6553635,Fully Paid,E,35000, 36 months,RENT,105000,16.66,0,4,54
6553326,Fully Paid,D,8400, 36 months,RENT,30000,23.959999,0,1,42
6573120,Fully Paid,E,35000, 36 months,OWN,119000,19.65,3,2,25
6596743,Fully Paid,B,28000, 60 months,MORTGAGE,90000,21.040001,0,0,46
6596005,Fully Paid,C,27050, 36 months,RENT,120000,17.809999,0,0,10
6646710,Fully Paid,B,9000, 36 months,RENT,32400,25.559999,0,3,22
6646809,Fully Paid,F,2000, 36 months,RENT,35000,13.17,0,3,7
6636665,Fully Paid,B,16450, 36 months,MORTGAGE,37000,13.43,0,0,28
6646610,Fully Paid,C,9450, 36 months,MORTGAGE,60000,9.7399998,0,1,14
6646643,Fully Paid,B,8000, 36 months,RENT,56650,21.969999,0,1,18
6636943,Fully Paid,E,12000, 60 months,MORTGAGE,110000,12.53,3,2,44
6636900,Fully Paid,C,28000, 60 months,MORTGAGE,68746.711,13.34,1,0,24
6646772,Fully Paid,B,4000, 36 months,MORTGAGE,75000,5.5599999,0,0,27
6636902,Fully Paid,C,5000, 60 months,OWN,63400,12.78,0,5,41
6646524,Fully Paid,C,20000, 36 months,RENT,45000,6.75,0,0,19
6646542,Fully Paid,B,10000, 36 months,MORTGAGE,90000,4.7600002,0,4,42
6646608,Fully Paid,D,12000, 36 months,RENT,45000,6.9299998,0,4,26
6646642,Fully Paid,C,29700, 36 months,RENT,66863.641,25.809999,0,0,18
6636910,Fully Paid,B,20000, 36 months,MORTGAGE,67000,22.16,7,0,26
6646727,Fully Paid,C,10000, 36 months,RENT,44000,13.31,0,1,17
6636850,Fully Paid,B,11000, 36 months,RENT,34000,9.04,2,1,22
6646703,Fully Paid,D,5000, 36 months,OWN,25000,32.889999,1,1,21
6636667,Fully Paid,B,20000, 36 months,RENT,49000,17.65,1,0,49
6636787,Fully Paid,E,20000, 36 months,MORTGAGE,84660,18.43,0,1,13
6646769,Fully Paid,B,6000, 36 months,MORTGAGE,67000,9.46,0,0,50
6646518,Fully Paid,B,13000, 36 months,MORTGAGE,48000,24,0,0,47
6636654,Fully Paid,B,13250, 36 months,MORTGAGE,57000,16.950001,0,0,19
6636879,Fully Paid,C,10000, 36 months,RENT,40000,28.860001,0,3,30
6646825,Fully Paid,B,23325, 60 months,MORTGAGE,84300,27.74,0,0,26
6636692,Fully Paid,B,10000, 36 months,RENT,43000,25.200001,0,0,30
6646633,Fully Paid,B,15000, 60 months,MORTGAGE,43220,9.25,0,1,12
6636674,Fully Paid,B,9600, 36 months,RENT,48000,14.58,1,0,7
6646726,Fully Paid,B,2000, 36 months,OWN,28900,12.33,0,1,40
6646516,Fully Paid,E,30000, 60 months,RENT,70000,17.280001,0,0,48
6646507,Fully Paid,B,10000, 36 months,RENT,30000,26.639999,0,0,18
6636914,Fully Paid,F,35000, 60 months,MORTGAGE,91000,26.27,0,1,32
6636895,Fully Paid,F,16000, 60 months,OWN,80000,13.94,0,2,27
6636767,Fully Paid,B,15000, 36 months,MORTGAGE,160000,9.1400003,1,1,26
6636773,Fully Paid,B,12375, 36 months,MORTGAGE,49000,24.559999,1,2,35
6646712,Fully Paid,C,24000, 36 months,MORTGAGE,95335,16.16,0,0,31
6646724,Fully Paid,C,22000, 60 months,RENT,51000,11.44,0,1,28
6636945,Fully Paid,D,33000, 36 months,MORTGAGE,135000,19.610001,1,3,33
6646674,Fully Paid,A,12200, 36 months,RENT,50000,24.459999,0,0,16
6636794,Fully Paid,B,12000, 36 months,RENT,40000,28.379999,0,0,18
6616650,Fully Paid,B,20000, 36 months,MORTGAGE,90000,26.16,0,3,32
6606664,Fully Paid,E,30000, 60 months,RENT,84500,9.3199997,0,0,20
6626786,Fully Paid,G,35000, 36 months,MORTGAGE,92000,2.75,0,2,34
6626634,Fully Paid,D,5000, 36 months,MORTGAGE,60000,22.190001,2,3,26
6606669,Fully Paid,A,18000, 36 months,MORTGAGE,95000,4.8499999,0,1,26
6596672,Fully Paid,F,26400, 60 months,MORTGAGE,85000,26.57,1,1,34
6616809,Fully Paid,A,10000, 36 months,RENT,65000,12.85,3,1,31
6616638,Fully Paid,C,5000, 36 months,MORTGAGE,85000,23.1,1,1,26
6636455,Fully Paid,C,20700, 60 months,MORTGAGE,75000,13.73,0,0,24
6626600,Fully Paid,A,24000, 36 months,MORTGAGE,102000,8.1999998,1,1,51
6606518,Fully Paid,F,11500, 60 months,RENT,55000,22.469999,0,0,8
6616789,Fully Paid,F,22000, 60 months,MORTGAGE,73000,28.540001,0,3,33
6626715,Fully Paid,B,8400, 36 months,RENT,74000,11.36,0,0,27
6606531,Fully Paid,C,30000, 36 months,MORTGAGE,82000,25.74,0,0,39
6606683,Fully Paid,A,19200, 60 months,MORTGAGE,100000,9.9300003,0,0,18
6596691,Fully Paid,A,6000, 36 months,OWN,35000,18.07,0,0,23
6596623,Fully Paid,A,13825, 36 months,MORTGAGE,37169,10.43,1,0,31
6596641,Fully Paid,C,12000, 36 months,RENT,67000,21.6,2,0,29
6616660,Fully Paid,C,9600, 36 months,RENT,55000,16.559999,0,1,10
6634995,Fully Paid,A,21000, 36 months,MORTGAGE,107000,27.34,0,0,16
6626659,Fully Paid,A,20000, 36 months,MORTGAGE,94500,15.62,1,0,32
6606754,Fully Paid,E,18000, 60 months,RENT,84000,15.06,0,0,20
6606459,Fully Paid,B,6625, 36 months,RENT,40000,13.65,0,0,14
6616221,Fully Paid,C,2800, 36 months,RENT,50000,10.6,0,0,29
6606497,Fully Paid,C,8400, 36 months,MORTGAGE,84000,11.14,0,0,19
6636609,Fully Paid,B,14000, 36 months,RENT,63607,6.0700002,0,1,25
6626632,Fully Paid,D,17500, 60 months,MORTGAGE,40000,30.6,0,1,31
6616752,Fully Paid,A,9600, 36 months,MORTGAGE,54000,8.4399996,0,0,20
6616818,Fully Paid,B,15000, 36 months,MORTGAGE,75000,13.73,0,1,12
6616692,Fully Paid,B,10000, 36 months,MORTGAGE,73895,18.059999,2,0,40
6626663,Fully Paid,C,7350, 36 months,MORTGAGE,84000,34.630001,0,3,41
6616600,Fully Paid,F,4950, 36 months,RENT,33000,17.530001,0,2,13
6616577,Fully Paid,E,16000, 60 months,MORTGAGE,95000,13.57,0,0,22
6616707,Fully Paid,A,2100, 36 months,RENT,34200,24.110001,0,0,19
6596678,Fully Paid,D,10000, 36 months,RENT,110000,14.23,2,1,21
6606742,Fully Paid,C,5000, 36 months,RENT,58000,3.52,0,0,5
6626686,Fully Paid,F,12000, 60 months,RENT,43000,14.87,1,2,34
6606554,Fully Paid,D,2400, 36 months,RENT,40000,16.799999,0,0,10
6616784,Fully Paid,D,9200, 36 months,MORTGAGE,35000,24.82,0,3,32
6596577,Fully Paid,A,10750, 36 months,OWN,32000,27.709999,0,0,15
6606565,Fully Paid,D,3975, 36 months,MORTGAGE,36000,14.77,0,1,15
6616590,Fully Paid,B,19600, 60 months,MORTGAGE,87788,29.379999,0,0,34
